LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,ELECTRO-MECHANICAL CORPORATION,One Goodson St.,BRISTOL,VA,24201,335311,Corporation,Unanswered,Unanswered,Unanswered,,463,4/13/2020,Regions Bank,VA - 09
a $5-10 million,EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,4111 Monarch Way Suite 500,NORFOLK,VA,23508,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/29/2020,Towne Bank,VA - 02
a $5-10 million,"F. H. FURR PLUMBING, HEATING & AIR CONDITIONING, INC",9040 MIKE GARCIA DR,MANASSAS,VA,20109,238220,Corporation,Unanswered,Unanswered,Unanswered,,341,4/10/2020,Atlantic Union Bank,VA - 01
a $5-10 million,"FAIRFAX RADIOLOGICAL CONSULTANTS, PC","2722 Merrilee Drive, Suite 230",FAIRFAX,VA,22031,621111,Corporation,Unanswered,Unanswered,Unanswered,,90,4/5/2020,United Bank,VA - 11
a $5-10 million,FAVOR TECHCONSULTING LLC,8075 LEESBURG PIKE Ste 300,VIENNA,VA,22182,519130,Joint Venture,Unanswered,Male Owned,Unanswered,,437,4/30/2020,First National Bank of Pennsylvania,VA - 10
a $5-10 million,"FIRE & LIFE SAFETY AMERICA, INC.",8827 STAPLES MILL RD,HENRICO,VA,23228,922160,Corporation,Unanswered,Unanswered,Unanswered,,500,4/11/2020,First Commonwealth Bank,VA - 07
a $5-10 million,"FIVE GUYS ENTERPRISES, LLC",10718 Richmond Hwy.,LORTON,VA,22079,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,499,6/30/2020,Regions Bank,VA - 08
a $5-10 million,GHS SERVICES INC,"3020 Hamaker Ct, Suite 301",FAIRFAX,VA,22031,541611,Corporation,Unanswered,Female Owned,Non-Veteran,,500,4/28/2020,Atlantic Union Bank,VA - 11
a $5-10 million,GILLMANN SERVICES INC,909 CAMBRIA ST,CHRISTIANSBURG,VA,24073,561320,Corporation,White,Male Owned,Non-Veteran,,408,4/9/2020,Newport News Shipbuilding Empl CU Inc d/b/a BayPort CU,VA - 09
a $5-10 million,"HARMONIA HOLDINGS GROUP, LLC",2020 KRAFT DR,BLACKSBURG,VA,24060,541511,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,4/27/2020,The First Bank and Trust Company,VA - 09
a $5-10 million,HILLDRUP COMPANIES INC,4022 Jefferson Davis Hwy,STAFFORD,VA,22554,484210,Corporation,Unanswered,Unanswered,Unanswered,,500,5/3/2020,"Bank of America, National Association",VA - 01
a $5-10 million,HORIZONS YOUTH SERVICES LC,314 CORNERSTONE LN,ROCKINGHAM,VA,22802,611430,Corporation,White,Male Owned,Non-Veteran,,0,4/27/2020,The First Bank and Trust Company,VA - 06
a $5-10 million,HYDROGEOLOGIC INC,11107 Sunset Hills Road Suite 400,RESTON,VA,20190,562910,Corporation,Unanswered,Unanswered,Unanswered,,272,4/9/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 10
a $5-10 million,ICI SERVICES CORPORATION,500 VIKING DR STE 400,VIRGINIA BEACH,VA,23452,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,325,4/14/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 02
a $5-10 million,IDEXCEL INC,459 HERNDON PKWY Ste 11,HERNDON,VA,20170,541519,Corporation,Unanswered,Male Owned,Non-Veteran,,330,4/10/2020,"PNC Bank, National Association",VA - 10
a $5-10 million,INDUSTRIAL TURNAROUND CORPORATION,13141 North Enon Church Road,CHESTER,VA,23836,541330,Corporation,White,Male Owned,Unanswered,,455,4/14/2020,Manufacturers and Traders Trust Company,VA - 04
a $5-10 million,INNOVATIVE REFRIGERATION SYSTEMS INC.,373 Mount Torrey Road,LYNDHURST,VA,22952,333415,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,311,4/9/2020,Atlantic Union Bank,VA - 05
a $5-10 million,INSERSO CORPORATION,1900 Gallows Road Suite 750,VIENNA,VA,22182,541512,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,318,4/6/2020,United Bank,VA - 10
a $5-10 million,"JENKINS SERVICES, LLC",22980 SHAW RD,STERLING,VA,20166,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,334,4/10/2020,"TD Bank, National Association",VA - 10
a $5-10 million,KARSUN SOLUTIONS LLC,12825 WORLDGATE DR Ste 500,HERNDON,VA,20170,541511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,344,4/15/2020,"Bank of America, National Association",VA - 10
a $5-10 million,LGS MANAGEMENT GROUP INC,2901 S LYNNHAVEN RD,VIRGINIA BEACH,VA,23452,541330,Corporation,Unanswered,Unanswered,Unanswered,,461,4/13/2020,"PNC Bank, National Association",VA - 02
a $5-10 million,LOMBART BROTHERS INC,5358 Robin Hood Rd,NORFOLK,VA,23513,423460,Corporation,Unanswered,Unanswered,Unanswered,,308,4/15/2020,"Bank of America, National Association",VA - 03
a $5-10 million,"LONGVIEW INTERNATIONAL TECHNOLOGY SOLUTIONS, INC.",12930 WORLDGATE DRIVE,HERNDON,VA,20170,541611,Corporation,Unanswered,Male Owned,Non-Veteran,,212,4/27/2020,EagleBank,VA - 10
a $5-10 million,LOUDOUN MEDICAL GROUP PC,224 D Cornwall Street Suite 403,LEESBURG,VA,20176,621112,Corporation,Unanswered,Unanswered,Unanswered,,500,4/29/2020,"PNC Bank, National Association",VA - 10
a $5-10 million,"LYNKER TECHNOLOGIES, INC",202 Church Street Suite 536,LEESBURG,VA,20175,541611,Corporation,White,Male Owned,Non-Veteran,,441,4/8/2020,Old Dominion National Bank,VA - 10
a $5-10 million,"MANAGEMENT CONCEPTS, INC",8230 LEESBURG PIKE Suite 800,VIENNA,VA,22182,611699,Corporation,Unanswered,Unanswered,Unanswered,,190,4/4/2020,MainStreet Bank,VA - 10
a $5-10 million,MARYLAND AND VIRGINIA MILK PRODUCERS COOPERATIVE ASSOCIATION INCORPORATED,1985 Isaac Newton Square Suite 200,RESTON,VA,20190,311511,Corporation,Unanswered,Unanswered,Unanswered,,500,4/27/2020,AgChoice ACA,VA - 10
a $5-10 million,"MATCHBOX FOOD GROUP, LLC",1741 BUSINESS CENTER DR,RESTON,VA,20190,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/2020,EagleBank,VA - 10
a $5-10 million,"MCDONOUGH BOLYARD PECK, INC.",3040 Williams Drive Suite 300,FAIRFAX,VA,22031,541330,Corporation,Unanswered,Unanswered,Unanswered,,273,4/5/2020,Atlantic Union Bank,VA - 11
a $5-10 million,"METROSTAR SYSTEMS, INC.",1856 OLD RESTON AVE ste 100,RESTON,VA,20190,541511,Corporation,Unanswered,Unanswered,Unanswered,,250,4/5/2020,MainStreet Bank,VA - 10
a $5-10 million,MHI HOSPITALITY TRS LLC,306 SOUTH HENRY ST SUITE 100,WILLIAMSBURG,VA,23185,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/27/2020,Fifth Third Bank,VA - 01
a $5-10 million,MILLENNIUM CORPORATION,1400 CRYSTAL DR STE 400,ARLINGTON,VA,22202,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,256,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 08
a $5-10 million,"MORTON G. THALHIMER, INC.",11100 WEST BROAD STREET,GLEN ALLEN,VA,23060,531312,Corporation,Unanswered,Unanswered,Unanswered,,424,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 07
a $5-10 million,NATIONAL WILDLIFE FEDERATION,11100 Wildlife Center Dr,RESTON,VA,20190,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,334,5/3/2020,"Bank of America, National Association",VA - 10
a $5-10 million,"NCGCARE, INC.",5540 Falmouth Street Suite 200,RICHMOND,VA,23230,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/7/2020,Atlantic Union Bank,VA - 03
a $5-10 million,NETCENTRICS CORPORATION,205 VAN BUREN ST,HERNDON,VA,20170,541519,Corporation,Unanswered,Unanswered,Unanswered,,102,4/15/2020,Hiawatha National Bank,VA - 10
a $5-10 million,NTREPID LLC,12801 Worldgate Dr,HERNDON,VA,20170,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,285,4/28/2020,"Newtek Small Business Finance, Inc.",VA - 10
a $5-10 million,"NUAXIS, LLC",8605 WESTWOOD CENTER DR Suite 300,VIENNA,VA,22182,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,462,4/9/2020,Old Dominion National Bank,VA - 10
a $5-10 million,"NVE, INC.",455 Springprk Place #200B,HERNDON,VA,20170,541330,Corporation,Asian,Female Owned,Unanswered,,0,4/7/2020,Essex Bank,VA - 10
a $5-10 million,"OBLON, MCCLELLAND, MAIER & NEUSTADT, L.L.P.",1940 DUKE ST,ALEXANDRIA,VA,22314,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,314,4/5/2020,City National Bank,VA - 08
a $5-10 million,"OLD DOMINION INSULATION, INC.",12764 Oak Lake Ct,MIDLOTHIAN,VA,23112,238310,Corporation,Unanswered,Unanswered,Unanswered,,450,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 04
a $5-10 million,ORTHOVIRGINIA INC,7858 SHRADER ROAD,RICHMOND,VA,23294,621111,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",VA - 07
a $5-10 million,"PBMARES, LLP",701 Town Center Dr. Ste. 900,NEWPORT NEWS,VA,23606,541211,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,0,4/13/2020,American National Bank and Trust Company,VA - 01
a $5-10 million,POTOMAC CONFERENCE CORPORATION OF SEVENTH-DAY ADVENTISTS,POTOMAC CONFERENCE CORPORATION OF SEVENTH-DAY ADVENTISTS,STAUNTON,VA,24401,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,393,4/16/2020,First Bank,VA - 06
a $5-10 million,"POTOMAC FAMILY DINING GROUP OPERATING COMPANY, LLC",13873 Park Center Road Suite 316S,HERNDON,VA,20171,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/6/2020,City National Bank of Florida,VA - 10
a $5-10 million,"PRAGMATICS, INC.",1761 Business Center Dr.,RESTON,VA,20190,928120,Corporation,Unanswered,Unanswered,Unanswered,,278,4/27/2020,"Harvest Small Business Finance, LLC",VA - 10
a $5-10 million,PRO-SPHERE TEK INC,1101 King St Ste 200,ALEXANDRIA,VA,22314,541512,Corporation,White,Unanswered,Unanswered,,404,5/3/2020,"Bank of America, National Association",VA - 08
a $5-10 million,PROSPECT WATERPROOFING CO,118 Acacia Lane,STERLING,VA,20166,238390,Corporation,Unanswered,Unanswered,Unanswered,,495,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 10
a $5-10 million,"PSS HOLDINGS, INC.",7925 Jones Branch Drive,MCLEAN,VA,22102,541512,Corporation,Unanswered,Unanswered,Unanswered,,265,4/15/2020,Atlantic Union Bank,VA - 08
a $5-10 million,QUALITY PLUS SERVICES,2929 Quality Drive,PETERSBURG,VA,23805,238210,Corporation,Unanswered,Unanswered,Unanswered,,387,4/5/2020,Village Bank,VA - 04
a $5-10 million,RAND CONSTRUCTION CORPORATION,1029 North Royal Street,ALEXANDRIA,VA,22314,236220,Corporation,Unanswered,Unanswered,Unanswered,,256,4/8/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 08
a $5-10 million,RAPPAHANNOCK ELECTRIC COOPERATIVE,247 INDUSTRIAL CT,FREDERICKSBURG,VA,22408,221122,Cooperative,Unanswered,Unanswered,Unanswered,,430,6/23/2020,CoBank ACB,VA - 01
a $5-10 million,RLJ NAYLOR HOLDINGS INC,1430 Spring Hill Rd,MC LEAN,VA,22102,323111,Corporation,Unanswered,Unanswered,Unanswered,,54,4/16/2020,"PNC Bank, National Association",VA - 08
a $5-10 million,S2 ANALYTICAL SOLUTIONS LLC,625 Elden St. Suite 202,HERNDON,VA,20170,541990,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,276,4/15/2020,"Fulton Bank, National Association",VA - 10
a $5-10 million,SECTEK INC.,1650 Tysons Blvd,MCLEAN,VA,22102,541990,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,,500,5/4/2020,"Newtek Small Business Finance, Inc.",VA - 08
a $5-10 million,SHELOR MOTOR MILE INC,2257 ROANOKE ST,CHRISTIANSBURG,VA,24073,441110,Corporation,White,Male Owned,Non-Veteran,,0,4/8/2020,The First Bank and Trust Company,VA - 09
a $5-10 million,SHENANDOAH GROWERS INC,3156 N VALLEY PIKE,ROCKINGHAM,VA,22802,115114,Corporation,Unanswered,Unanswered,Unanswered,,500,4/13/2020,"PNC Bank, National Association",VA - 06
a $5-10 million,"SNAGAJOB,COM, INC.",4851 Lake Brook Dr.,GLEN ALLEN,VA,23060,518210,Corporation,Unanswered,Unanswered,Unanswered,,327,4/15/2020,Atlantic Union Bank,VA - 07
a $5-10 million,SOURCEAMERICA,8401 Old Courthouse Rd,VIENNA,VA,22182,813910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,5/4/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 10
a $5-10 million,"SUPERLATIVE TECHNOLOGIES, INC.",45195 RESEARCH PL,ASHBURN,VA,20147,541715,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,4/28/2020,The Freedom Bank of Virginia,VA - 10
a $5-10 million,"SYSTEMS TECHNOLOGY FORUM, LTD.",150 Riverside Parkway Suite 309,FREDERICKSBURG,VA,22406,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,258,4/27/2020,Manufacturers and Traders Trust Company,VA - 01
a $5-10 million,"TEAM VELOCITY MARKETING, LLC","13025 Sunrise Valley Drive, Ste. 150,",HERNDON,VA,20171,541810,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,290,4/7/2020,City National Bank of Florida,VA - 10
a $5-10 million,TEAM WASHINGTON INC,1600 spring hill rd ste 100,VIENNA,VA,22182,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/9/2020,Burke & Herbert Bank & Trust Company,VA - 10
a $5-10 million,TECNICO CORPORATION,831 INDUSTRIAL AVE,CHESAPEAKE,VA,23324,336611,Corporation,Unanswered,Unanswered,Unanswered,,500,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 03
a $5-10 million,TEOCO CORPORATION,12150 MONUMENT DR STE 400,FAIRFAX,VA,22033,541512,Corporation,Unanswered,Unanswered,Unanswered,,299,5/3/2020,"Bank of America, National Association",VA - 10
a $5-10 million,"THE CARDIOVASCULAR GROUP, PC",2901 TELESTAR CT Suite 300,FALLS CHURCH,VA,22042,621498,Corporation,Unanswered,Unanswered,Unanswered,,355,4/10/2020,United Bank,VA - 08
a $5-10 million,"THE HANOVER RESEARCH COUNCIL, LLC",4401 WILSON BOULEVARD 4TH FLOOR,ARLINGTON,VA,22203,541618,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,371,4/10/2020,"Bank of America, National Association",VA - 08
a $5-10 million,"THE MEDICAL TEAM, INC.",1902 Campus Commons Drive Suite 650,RESTON,VA,20191,621610,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/27/2020,Sonabank,VA - 11
a $5-10 million,THOMPSON HOSPITALITY SERVICES LLC,1741 BUSINESS CENTER DR SUITE 200,RESTON,VA,20190,722310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,500,4/30/2020,"Bank of America, National Association",VA - 10
a $5-10 million,"TIDEWATER PHYSICIANS MULTISPECIALTY GROUP, P.C.",860 Omni Boulevard Suite 401,NEWPORT NEWS,VA,23606,621111,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,Towne Bank,VA - 01
a $5-10 million,"TIMMONS GROUP, INC.",1001 Boulders Parkway Ste 300,RICHMOND,VA,23225,541330,Corporation,Unanswered,Unanswered,Unanswered,,0,4/11/2020,Towne Bank,VA - 03
a $5-10 million,"TRUCK ENTERPRISES, INC.",3440 S. MAIN ST,HARRISONBURG,VA,22801,423110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,400,4/14/2020,BMO Harris Bank National Association,VA - 06
a $5-10 million,"TSRC, INC.",14140 North Washington Highway,ASHLAND,VA,23005,424120,Corporation,Unanswered,Unanswered,Unanswered,,374,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 01
a $5-10 million,UNITED NETWORK FOR ORGAN SHARING,700 NORTH 4TH STREET,RICHMOND,VA,23219,621511,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/3/2020,"Wells Fargo Bank, National Association",VA - 03
a $5-10 million,"VALIDATEK, INC.","1660 International Drive, Ste 400",MCLEAN,VA,22102,541511,Corporation,Unanswered,Unanswered,Unanswered,,244,4/14/2020,Atlantic Union Bank,VA - 08
a $5-10 million,"VIRGINIA FAMILY DENTISTRY, P.C.",1612 HUGUENOT RD,MIDLOTHIAN,VA,23113,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,393,4/14/2020,Atlantic Union Bank,VA - 04
a $5-10 million,VIRGINIA ONCOLOGY ASSOCIATES,5900 LAKE WRIGHT DRIVE SUITE 300,NORFOLK,VA,23502,621111,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",VA - 02
a $5-10 million,"W. M. JORDAN COMPANY, INC.",11010 JEFFERSON AVE,NEWPORT NEWS,VA,23601,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,309,4/10/2020,Atlantic Union Bank,VA - 01
a $5-10 million,WACO INC,5450 Lewis Rd,SANDSTON,VA,23150,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,482,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 03
a $5-10 million,WARWICK PLUMBING AND HEATING CORPORATION,11048 Warwick Boulevard,NEWPORT NEWS,VA,23601,238220,Subchapter S Corporation,White,Female Owned,Non-Veteran,,0,4/4/2020,The Old Point National Bank of Phoebus,VA - 01
a $5-10 million,WELBURN MANAGEMENT CONSULTING CO INC,3985 PRINCE WILLIAM PARKWAY SUITE 201,WOODBRIDGE,VA,22192,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/11/2020,"JPMorgan Chase Bank, National Association",VA - 01
a $5-10 million,"WILLIAMS, MULLEN, CLARK AND DOBBINS PC",200 S 10TH ST STE 600,RICHMOND,VA,23219,541110,Corporation,Unanswered,Unanswered,Unanswered,,429,4/9/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 03
a $5-10 million,WINEBOW INC.,"4800 Cox Road, Suite 300",GLEN ALLEN,VA,23060,424820,Corporation,Unanswered,Unanswered,Unanswered,,500,4/29/2020,"Bank of America, National Association",VA - 07
a $5-10 million,WO GRUBB STEEL ERECTION INC.,5120 JEFFERSON DAVIS HWY,NORTH CHESTERFIELD,VA,23234,532490,Corporation,Unanswered,Unanswered,Unanswered,,361,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA - 03
a $5-10 million,"WOODFIN HEATING, INC.",1823 N Hamilton Street,RICHMOND,VA,23230,424720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/13/2020,Towne Bank,VA - 03
a $5-10 million,ZEL TECHNOLOGIES LLC,54 OLD HAMPTON LN,HAMPTON,VA,23669,541715,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,350,4/27/2020,Sonabank,VA - 02
a $5-10 million,"PSI TIRE SUPPLY, LLC","9010 Estate Cottage, Suite 2",CHRISTIANSTED,VI,820,238290,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,493,4/14/2020,Greater Nevada CU,VI - 00
a $5-10 million,BENNINGTON COLLEGE CORPORATION,1 COLLEGE DR,BENNINGTON,VT,5201,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,370,4/12/2020,"TD Bank, National Association",VT - 00
a $5-10 million,"COPLEY HOSPITAL, INC.",528 WASHINGTON HWY,MORRISVILLE,VT,5661,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/27/2020,Union Bank,VT - 00
a $5-10 million,"GW PLASTICS, INC.",239 PLEASANT ST,BETHEL,VT,5032,339112,Corporation,Unanswered,Unanswered,Unanswered,,500,4/5/2020,"People's United Bank, National Association",VT - 00
a $5-10 million,ITECH US INC,20 KIMBALL AVE Ste 303N,SOUTH BURLINGTON,VT,5403,541512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,260,4/8/2020,First United Bank and Trust Company,VT - 00
a $5-10 million,MOMENTUM MANFACTURING GROUP LLC,210 PIERCE RD,SAINT JOHNSBURY,VT,5819,332710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/5/2020,"Wintrust Bank, National Association",VT - 00
a $5-10 million,PC CONSTRUCTION COMPANY,193 TILLEY DR,SOUTH BURLINGTON,VT,5403,237110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,403,4/11/2020,"TD Bank, National Association",VT - 00
a $5-10 million,VERMONT ENERGY INVESTMENT CORPORATION,20 Winooski Falls Way,WINOOSKI,VT,5404,541690,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,302,4/5/2020,"People's United Bank, National Association",VT - 00
a $5-10 million,3MD INC DBA DENALI ADVANCED INTEGRATION,17735 NE 65TH STREET SUITE 130,REMOND,WA,98052,,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",WA - 01
a $5-10 million,"A PLACE FOR ROVER, INC.",720 Olive Way Suite 1900,SEATTLE,WA,98101,454110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,220,4/15/2020,Silicon Valley Bank,WA - 07
a $5-10 million,ABSHER CONSTRUCTION CO.,1001 Shaw Road,PUYALLUP,WA,98372,236220,Corporation,Unanswered,Male Owned,Unanswered,,320,4/13/2020,"Washington Federal Bank, National Association",WA - 08
a $5-10 million,"ALLIANCE BUILDING SERVICES, LLC",3300 MAPLE VALLEY HWY,RENTON,WA,98058,561720,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,500,4/27/2020,Kitsap Bank,WA - 08
a $5-10 million,"ANCHOR QEA, LLC","1201 3rd Avenue, Suite 2600",SEATTLE,WA,98101,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,400,4/15/2020,"U.S. Bank, National Association",WA - 07
a $5-10 million,"AUBURN MECHANICAL, INC.",2623 WEST VALLEY HWY N,AUBURN,WA,98001,238220,Corporation,White,Male Owned,Non-Veteran,,0,4/7/2020,Heritage Bank,WA - 08
a $5-10 million,"AXIA FINANCIAL, LLC",1120 112TH AVE NE STE 600,BELLEVUE,WA,98004,522292,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,289,4/16/2020,"JPMorgan Chase Bank, National Association",WA - 01
a $5-10 million,"BARGREEN-ELLINGSON, INC",6626 tacoma mall blvd,TACOMA,WA,98409,423440,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,495,4/15/2020,"U.S. Bank, National Association",WA - 06
a $5-10 million,"BODY CONTOUR CENTERS, LLC",5000 Carillon Pt,KIRKLAND,WA,98033,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,490,4/11/2020,KeyBank National Association,WA - 01
a $5-10 million,BRIDGE PARTNERS LLC,10510 NORTHUP WAY STE 350,KIRKLAND,WA,98033,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,175,4/16/2020,"JPMorgan Chase Bank, National Association",WA - 01
a $5-10 million,"BURGERVILLE, LLC",109 West 17TH ST,VANCOUVER,WA,98660,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/14/2020,Umpqua Bank,WA - 03
a $5-10 million,BURKHART DENTAL SUPPLY COMPANY,2502 S 78th St,TACOMA,WA,98409,423450,Corporation,Unanswered,Unanswered,Unanswered,,410,4/11/2020,"Washington Federal Bank, National Association",WA - 06
a $5-10 million,"CAMBRIDGE MANAGEMENT, INC.",1911 65th Ave. West,TACOMA,WA,98466,531311,Corporation,Unanswered,Unanswered,Unanswered,,500,4/30/2020,Centennial Bank,WA - 06
a $5-10 million,CENTERLINE LOGISTICS CORPORATION,910 SW Spokane St,SEATTLE,WA,98134,483211,Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,"U.S. Bank, National Association",WA - 07
a $5-10 million,CENTRAL WELDING SUPPLY CO INC.,13300 38th Ave NE,MARYSVILLE,WA,98271,423830,Corporation,Unanswered,Male Owned,Unanswered,,330,4/6/2020,Mountain Pacific Bank,WA - 02
a $5-10 million,"CHRISTENSEN, INC.",1060 JADWIN AVE STE 150,RICHLAND,WA,99352,424720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,308,4/13/2020,KeyBank National Association,WA - 04
a $5-10 million,COLUMBIA MACHINE INC.,107 Grand  Blvd,VANCOUVER,WA,98661,333249,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,Idaho First Bank,WA - 03
a $5-10 million,COMAGINE HEALTH,10700 Meridian Ave N.,SEATTLE,WA,98133,621999,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/28/2020,KeyBank National Association,WA - 07
a $5-10 million,COMMUNITY HEALTH OF CENTRAL WASHINGTON,501 S 5th Ave,YAKIMA,WA,98902,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,343,4/10/2020,KeyBank National Association,WA - 04
a $5-10 million,COMPASS HEALTH,4526 FEDERAL AVE Building 4E,EVERETT,WA,98203,621420,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/28/2020,Coastal Community Bank,WA - 02
a $5-10 million,"CRUNCH PAK HOLDING COMPANY, LLC",300 Sunset Ave,CASHMERE,WA,98815,115114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/13/2020,KeyBank National Association,WA - 08
a $5-10 million,D AMATO CONVERSANTO INC,818 STEWART ST #1000,SEATTLE,WA,98101,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/6/2020,Washington Trust Bank,WA - 07
a $5-10 million,DAILY DOZEN DOUGHNUT CO,93 PIKE ST,SEATTLE,WA,98101,445291,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,6/17/2020,"U.S. Bank, National Association",WA - 07
a $5-10 million,"ELECTROIMPACT, INC.",4413 Chennault Beach Rd,MUKILTEO,WA,98275,336413,Corporation,Unanswered,Male Owned,Unanswered,,449,4/28/2020,"U.S. Bank, National Association",WA - 02
a $5-10 million,EMERALD CITY PIZZA LLC,12121 Harbour Reach Dr. #200,MUKILTEO,WA,98275,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/13/2020,KeyBank National Association,WA - 02
a $5-10 million,EVERGREEN RESTAURANT GROUP LLC,1180 NW Maple Street 105,ISSAQUAH,WA,98027,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/2020,"Cadence Bank, National Association",WA - 08
a $5-10 million,"EXPERT DRYWALL, INC.",15140 NE 92nd St,REDMOND,WA,98052,238310,Corporation,Unanswered,Male Owned,Veteran,,212,4/9/2020,"Zions Bank, A Division of",WA - 01
a $5-10 million,"EXTRAHOP NETWORKS, INC.",520 Pike Street Suite 1700,SEATTLE,WA,98101,511210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/13/2020,Silicon Valley Bank,WA - 07
